"","y12b224","y12b225","w12edu","sampid","y12g101","y12a034","y12a065","y12a080","y12b308","y12b156z","y12b161","w12type","y12f310","y12g500","y12b22","y12g7"
"900",2,280,4,2658,1,NA,NA,NA,1,2,1,5,1,2,40,2300
"901",2,300,4,2659,1,NA,NA,NA,1,6,1,5,1,2,40,2600
"902",2,300,4,2660,1,NA,NA,NA,1,1,1,5,1,2,40,3000
"903",2,300,4,2661,1,NA,NA,NA,1,2,1,5,1,2,40,2800
"904",NA,NA,4,2662,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,2300
"905",2,300,4,2663,1,NA,NA,NA,1,2,1,5,1,2,40,2800
"906",2,300,4,2665,1,NA,NA,NA,1,0,1,5,1,2,40,3200
"907",NA,NA,4,2666,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,2800
"908",2,320,5,2667,1,NA,NA,NA,1,1,1,5,1,2,40,3000
"909",2,300,4,2668,1,NA,NA,NA,1,0,1,5,1,2,40,3000
"910",2,280,4,2669,1,NA,NA,NA,1,4,1,5,1,2,40,2000
"911",NA,NA,4,2670,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,2600
"912",2,300,4,2671,1,NA,NA,NA,1,2,1,5,1,2,40,2600
"913",NA,NA,NA,2673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"914",NA,NA,NA,2674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"915",NA,NA,NA,2675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"916",1,6000,4,2683,2,NA,NA,NA,1,0,1,5,1,1,40,3000
"917",1,4500,4,2685,2,NA,NA,NA,1,0,1,5,1,1,45,2400
"918",1,2800,4,2689,2,NA,NA,NA,2,0,1,5,1,2,40,2400
"919",NA,NA,4,2690,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,2400
"920",1,3600,4,2694,2,NA,NA,NA,1,6,1,5,1,1,45,2400
"921",1,2000,4,2695,1,NA,NA,NA,1,2,1,5,2,2,40,1500
"922",1,3000,4,2696,2,3,1,5,1,0,1,5,1,1,40,2000
"923",2,230,4,2700,1,NA,NA,NA,1,8,1,5,2,2,40,2000
"924",NA,NA,4,2703,2,NA,NA,NA,NA,NA,NA,6,3,1,NA,1800
"925",1,2800,4,2705,1,NA,NA,NA,1,0,1,5,2,2,40,2400
"926",1,5000,4,2706,2,NA,NA,NA,1,0,1,5,1,1,44,3600
"927",1,2000,4,2708,2,NA,NA,NA,1,1,1,5,2,1,42,2000
"928",1,3600,4,2709,2,NA,NA,NA,1,2,1,5,1,1,45,2400
"929",1,3600,4,2710,2,NA,NA,NA,1,2,1,5,1,2,40,3000
"930",1,2400,4,2711,1,NA,NA,NA,2,0,2,5,1,2,40,2400
"931",NA,NA,4,2712,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,2400
"932",1,2400,4,2716,2,NA,NA,NA,2,0,1,5,1,1,40,2400
"933",2,500,4,2718,2,NA,NA,NA,NA,5,5,5,2,1,70,2400
"934",2,280,4,2721,1,NA,NA,NA,1,0,1,5,1,2,40,3000
"935",2,600,5,2722,1,NA,NA,NA,1,1,1,5,1,2,40,5000
"936",NA,NA,4,2723,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,3000
"937",NA,NA,4,2724,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,3000
"938",2,250,4,2727,1,NA,NA,NA,1,5,1,5,2,2,40,2500
"939",2,400,4,2728,1,NA,NA,NA,1,4,1,5,2,2,40,3000
"940",1,2400,5,2733,1,NA,NA,NA,2,4,2,5,1,2,40,2400
"941",1,2400,4,2734,1,NA,NA,NA,2,0,2,5,2,2,40,2000
"942",NA,NA,4,2738,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,2400
"943",1,3000,4,2739,1,NA,NA,NA,1,3,1,5,1,2,45,2500
"944",1,5500,4,2740,1,NA,NA,NA,1,0,1,5,1,2,45,3000
"945",1,5000,5,2741,2,NA,NA,NA,1,1,1,5,4,2,50,3000
"946",NA,NA,4,2742,1,2,2,5,NA,NA,NA,4,2,2,NA,NA
"947",NA,NA,4,2744,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,2400
"948",1,4000,5,2745,2,NA,NA,NA,1,1,1,5,1,1,40,3000
"949",1,3600,4,2746,1,NA,NA,NA,1,2,1,5,1,2,40,2400
"950",2,90,4,2748,2,NA,NA,NA,2,2,2,5,2,1,8,2000
"951",2,270,5,2750,2,NA,NA,NA,1,0,1,5,4,2,40,3000
"952",2,220,4,2754,2,NA,NA,NA,1,3,1,5,2,1,40,2400
"953",2,200,4,2755,1,NA,NA,NA,1,8,1,5,2,2,40,2000
"954",2,150,4,2756,1,NA,NA,NA,1,0,1,5,2,2,40,1800
"955",2,250,4,2757,1,NA,NA,NA,1,1,1,5,2,2,40,2500
"956",1,3600,4,2759,1,NA,NA,NA,1,1,1,5,1,2,40,2000
"957",NA,NA,NA,2769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"958",2,300,4,2771,2,NA,NA,NA,NA,5,5,5,2,2,60,2500
"959",2,300,4,2772,1,NA,NA,NA,NA,5,5,5,2,2,60,2500
"960",2,190,4,2774,2,NA,NA,NA,1,1,1,5,1,2,40,2000
"961",2,400,4,2775,2,NA,NA,NA,NA,6,5,5,1,1,60,3000
"962",2,300,4,2776,1,NA,NA,NA,1,8,1,5,3,2,40,3000
"963",2,190,4,2777,1,NA,NA,NA,1,0,1,5,2,2,40,2500
"964",2,230,4,2778,1,NA,NA,NA,1,5,1,5,2,2,40,2400
"965",2,260,5,2779,1,NA,NA,NA,1,2,1,5,1,2,40,2500
"966",2,190,4,2790,1,NA,NA,NA,1,0,1,5,2,2,40,2500
"967",2,220,4,2791,1,NA,NA,NA,1,1,1,5,2,2,40,2500
"968",2,230,4,2794,1,NA,NA,NA,1,0,1,5,2,2,40,2400
"969",2,240,4,2796,1,NA,NA,NA,1,3,1,5,4,2,40,2400
"970",NA,NA,5,2801,1,NA,NA,NA,NA,NA,NA,6,4,2,NA,3000
"971",2,350,4,2803,2,NA,NA,NA,1,2,1,5,2,1,40,4200
"972",2,300,4,2812,1,NA,NA,NA,1,1,1,5,2,2,44,3000
"973",1,4500,5,2815,1,NA,NA,NA,1,1,1,5,1,2,40,4000
"974",2,200,4,2816,1,NA,NA,NA,1,6,1,5,2,2,40,1800
"975",1,3000,4,2818,1,NA,NA,NA,1,0,1,5,2,2,40,3000
"976",2,340,4,2826,2,NA,NA,NA,1,8,1,5,2,1,50,3000
"977",1,2600,4,2830,1,NA,NA,NA,1,0,1,5,2,2,40,2300
"978",1,4000,4,2832,2,NA,NA,NA,NA,9,5,5,2,1,48,2000
"979",1,2500,4,2833,1,NA,NA,NA,1,0,1,5,2,2,42,2000
"980",NA,NA,4,2836,2,NA,NA,NA,NA,NA,NA,6,5,1,NA,3000
"981",NA,NA,4,2840,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,2400
"982",2,220,4,2847,1,NA,NA,NA,2,5,2,5,2,2,60,2000
"983",1,3000,4,2848,2,NA,NA,NA,1,0,1,5,2,1,40,2200
"984",2,400,4,2849,1,NA,NA,NA,NA,6,5,5,3,2,60,2500
"985",NA,NA,4,2850,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2500
"986",2,200,4,2851,1,NA,NA,NA,1,1,1,5,2,2,40,1700
"987",1,2400,4,2852,1,NA,NA,NA,1,3,1,5,1,2,40,2000
"988",NA,NA,4,2856,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2000
"989",NA,NA,NA,2860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"990",NA,NA,4,2861,2,NA,NA,NA,NA,NA,NA,6,2,2,NA,3000
"991",2,200,4,2863,1,NA,NA,NA,2,0,2,5,2,2,40,2000
"992",2,200,4,2864,2,NA,NA,NA,1,0,1,5,1,2,40,2000
"993",2,160,4,2866,1,NA,NA,NA,2,5,2,5,4,2,40,1500
"994",2,200,4,2867,1,NA,NA,NA,2,4,2,5,1,2,40,2000
"995",2,450,4,2870,1,NA,NA,NA,NA,0,5,5,2,2,50,2500
"996",2,400,4,2873,1,NA,NA,NA,NA,6,5,5,2,2,50,2500
"997",1,4000,4,2878,2,NA,NA,NA,1,6,1,5,2,1,40,2800
"998",1,3000,4,2879,1,NA,NA,NA,1,4,1,5,2,2,40,2300
"999",2,240,4,2886,2,NA,NA,NA,1,0,1,5,1,1,40,2400
"1000",2,310,4,2887,2,NA,NA,NA,1,2,1,5,1,1,40,3600
"1001",2,260,4,2891,1,NA,NA,NA,1,0,1,5,1,2,40,3600
"1002",2,360,5,2892,2,NA,NA,NA,1,2,1,5,1,1,40,3600
"1003",2,500,5,2893,2,NA,NA,NA,1,2,1,5,1,1,40,6000
"1004",1,3500,5,2894,2,NA,NA,NA,1,3,1,5,1,1,45,3600
"1005",2,200,5,2895,2,NA,NA,NA,2,2,2,5,1,2,30,2400
"1006",2,240,4,2896,1,NA,NA,NA,1,2,1,5,1,2,40,2800
"1007",2,280,4,2897,2,NA,NA,NA,1,0,1,5,1,1,42,3000
"1008",2,200,4,2899,1,NA,NA,NA,2,6,2,5,1,2,36,2400
"1009",2,180,4,2904,2,NA,NA,NA,1,1,1,5,1,1,40,2400
"1010",2,200,4,2906,1,NA,NA,NA,2,2,2,5,1,2,40,2400
"1011",NA,NA,NA,2908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1012",1,4100,4,2909,1,NA,NA,NA,1,6,1,5,1,2,40,4000
"1013",2,190,4,2911,1,NA,NA,NA,1,1,1,5,1,2,40,2200
"1014",2,150,4,2916,2,NA,NA,NA,2,0,2,5,1,2,40,2000
"1015",1,5000,5,2917,2,NA,NA,NA,NA,0,5,5,1,1,40,5000
"1016",2,400,4,2918,2,NA,NA,NA,NA,5,4,5,1,1,70,4000
"1017",2,280,5,2919,2,NA,NA,NA,1,2,1,5,1,1,40,3000
"1018",2,250,4,2920,1,NA,NA,NA,2,0,2,5,1,2,48,3000
"1019",2,350,4,2925,2,NA,NA,NA,1,0,1,5,1,2,40,3600
"1020",1,3500,4,2926,2,NA,NA,NA,1,8,1,5,3,1,48,3500
"1021",NA,NA,4,2927,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,2000
"1022",NA,NA,4,2932,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2000
"1023",1,3600,4,2933,1,NA,NA,NA,1,1,1,5,2,2,40,2000
"1024",1,950,4,2938,2,NA,NA,NA,1,2,1,5,2,1,22,10800
"1025",1,5800,4,2943,2,NA,NA,NA,1,1,1,5,2,1,40,2400
"1026",2,300,4,2947,2,NA,NA,NA,1,2,1,5,2,1,40,2400
"1027",1,3000,4,2948,2,NA,NA,NA,1,1,1,5,2,1,40,2500
"1028",2,170,4,2950,1,NA,NA,NA,1,0,1,5,2,2,40,2000
"1029",NA,NA,4,2951,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,2500
"1030",NA,NA,4,2958,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2000
"1031",NA,NA,4,2965,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2400
"1032",NA,NA,4,2966,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,2400
"1033",2,250,4,2967,1,NA,NA,NA,1,2,1,5,2,2,40,2400
"1034",2,270,4,2971,1,NA,NA,NA,1,6,1,5,2,2,40,2400
"1035",2,200,4,2974,1,NA,NA,NA,1,5,1,5,1,2,60,2000
"1036",1,4000,4,2976,1,NA,NA,NA,1,1,1,5,1,2,40,3000
"1037",2,250,4,2977,1,NA,NA,NA,1,8,1,5,2,2,40,2000
"1038",1,4000,4,2978,2,NA,NA,NA,1,0,1,5,1,2,40,3000
"1039",1,3500,4,2982,1,NA,NA,NA,1,4,1,5,2,2,48,3500
"1040",2,240,4,2983,1,NA,NA,NA,1,2,1,5,1,2,40,2000
"1041",2,250,4,2986,2,NA,NA,NA,1,0,1,5,2,1,40,2400
"1042",NA,NA,4,2990,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2000
"1043",1,2800,4,2993,2,NA,NA,NA,1,3,1,5,2,2,40,2400
"1044",NA,NA,4,2994,2,NA,NA,NA,NA,NA,NA,6,2,2,NA,2400
"1045",1,4500,5,2995,2,NA,NA,NA,1,0,1,5,1,2,40,3600
"1046",1,4000,4,2996,2,NA,NA,NA,1,6,1,5,1,1,40,3000
"1047",1,3000,4,2998,2,NA,NA,NA,1,8,1,5,1,1,40,2400
"1048",NA,NA,4,2999,2,NA,NA,NA,NA,NA,NA,6,4,1,NA,3000
"1049",1,2500,4,3003,1,NA,NA,NA,1,2,1,5,1,2,40,2000
"1050",2,142,4,3005,1,NA,NA,NA,1,4,1,5,4,2,40,4500
"1051",2,230,4,3006,1,NA,NA,NA,1,1,1,5,2,2,40,3500
"1052",2,220,4,3007,1,NA,NA,NA,1,0,1,5,2,2,40,4000
"1053",2,200,4,3011,1,NA,NA,NA,2,1,1,5,4,2,40,4000
"1054",2,130,4,3018,2,NA,NA,NA,1,0,1,5,1,1,20,1800
"1055",1,4000,4,3021,1,NA,NA,NA,2,7,1,5,1,2,60,4500
"1056",2,280,4,3024,1,NA,NA,NA,1,1,1,5,2,2,40,4000
"1057",2,150,4,3025,1,NA,NA,NA,1,6,1,5,2,2,40,3500
"1058",NA,NA,4,3026,2,NA,NA,NA,NA,NA,NA,6,4,1,NA,3500
"1059",2,450,4,3028,2,NA,NA,NA,1,1,1,5,1,1,43,3000
"1060",2,400,4,3029,1,NA,NA,NA,1,6,1,5,1,2,40,3000
"1061",2,350,4,3030,2,NA,NA,NA,1,2,1,5,1,1,40,2000
"1062",2,190,4,3033,1,NA,NA,NA,1,6,1,5,2,2,40,2000
"1063",2,350,4,3034,1,NA,NA,NA,1,2,1,5,2,2,40,2500
"1064",2,180,4,3035,1,NA,NA,NA,1,2,1,5,2,2,40,2000
"1065",2,200,4,3049,2,NA,NA,NA,1,7,1,5,1,2,48,4000
"1066",2,0,4,3055,1,NA,NA,NA,NA,5,6,5,2,2,40,2000
"1067",NA,NA,4,3057,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2300
"1068",2,230,4,3060,1,NA,NA,NA,1,1,1,5,2,2,40,2000
"1069",1,2000,4,3061,1,NA,NA,NA,2,0,2,5,2,2,40,3000
"1070",1,5000,4,3062,1,NA,NA,NA,1,6,1,5,2,2,40,2500
"1071",1,8000,5,3063,2,NA,NA,NA,1,1,1,5,1,2,40,10000
"1072",1,4800,4,3065,2,NA,NA,NA,1,0,1,5,5,1,40,4000
"1073",2,150,4,3066,2,NA,NA,NA,2,0,1,5,2,2,40,2000
"1074",NA,NA,4,3068,1,NA,NA,NA,NA,NA,NA,6,3,2,NA,1800
"1075",2,250,5,3069,2,NA,NA,NA,1,1,1,5,1,2,40,2000
"1076",2,100,4,3071,1,NA,NA,NA,NA,8,5,5,1,2,40,1600
"1077",NA,NA,4,3072,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,2000
"1078",2,180,4,3075,1,NA,NA,NA,1,4,1,5,2,2,40,1500
"1079",NA,NA,4,3076,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,1600
"1080",2,315,4,3077,1,NA,NA,NA,1,0,1,5,2,2,40,3000
"1081",2,450,4,3078,2,NA,NA,NA,1,1,1,5,1,2,40,4500
"1082",2,270,4,3080,1,NA,NA,NA,1,0,1,5,2,2,40,3000
"1083",2,400,5,3081,1,NA,NA,NA,1,1,1,5,2,2,40,4000
"1084",2,200,4,3083,1,NA,NA,NA,1,8,1,5,3,2,42,2400
"1085",2,200,4,3085,1,NA,NA,NA,1,3,1,5,2,2,45,2400
"1086",2,440,4,3089,2,NA,NA,NA,1,0,1,5,1,1,40,4000
"1087",2,100,4,3092,1,NA,NA,NA,NA,4,5,5,5,2,50,2500
"1088",NA,NA,4,3100,2,NA,NA,NA,NA,NA,NA,6,5,2,NA,3000
"1089",NA,NA,5,3101,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,3000
"1090",1,9090908,4,3103,2,NA,NA,NA,1,1,1,5,3,1,40,2000
"1091",2,150,4,3104,2,NA,NA,NA,1,2,1,5,2,1,15,3000
"1092",NA,NA,4,3108,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2500
"1093",2,150,4,3111,1,NA,NA,NA,1,8,1,5,2,2,40,2000
"1094",2,250,4,3112,2,NA,NA,NA,1,0,1,5,2,1,40,2500
"1095",2,300,4,3113,1,NA,NA,NA,1,0,1,5,2,2,48,2500
"1096",1,4000,4,3118,2,NA,NA,NA,1,2,1,5,1,2,42,3000
"1097",NA,NA,4,3120,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2000
"1098",2,200,4,3121,1,NA,NA,NA,1,4,1,5,2,2,40,1800
"1099",1,3000,4,3122,2,NA,NA,NA,1,2,1,5,2,2,40,2300
"1100",1,2300,4,3123,1,NA,NA,NA,1,3,1,5,1,2,40,2000
"1101",NA,NA,4,3126,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,3000
"1102",2,400,4,3127,1,NA,NA,NA,1,1,1,5,2,2,45,4000
"1103",NA,NA,4,3128,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,3000
"1104",1,4000,5,3129,2,NA,NA,NA,1,0,1,5,2,1,45,3000
"1105",2,400,4,3130,2,NA,NA,NA,NA,0,5,5,2,1,40,5000
"1106",2,300,4,3132,1,NA,NA,NA,1,0,1,5,2,2,40,2000
"1107",2,170,4,3141,1,NA,NA,NA,1,8,1,5,1,2,40,2000
"1108",NA,NA,4,3144,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,2000
"1109",NA,NA,4,3146,2,NA,NA,NA,NA,NA,NA,6,2,2,NA,2500
"1110",2,200,4,3151,1,NA,NA,NA,1,0,1,5,2,2,45,3000
"1111",2,130,4,3153,1,NA,NA,NA,2,5,2,5,2,2,45,3000
"1112",2,300,4,3156,2,NA,NA,NA,1,3,1,5,2,2,40,3000
"1113",2,200,4,3157,1,NA,NA,NA,1,1,1,5,2,2,40,2000
"1114",2,200,4,3158,1,NA,NA,NA,1,2,1,5,1,2,40,2400
"1115",2,350,4,3159,4,NA,NA,NA,1,8,1,5,2,1,50,2000
"1116",NA,NA,4,3160,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,2000
"1117",1,2300,4,3161,2,NA,NA,NA,1,5,1,5,2,1,44,1800
"1118",2,230,4,3162,2,NA,NA,NA,1,0,1,5,1,2,40,2000
"1119",2,350,4,3164,2,NA,NA,NA,1,6,1,5,2,1,40,3000
"1120",2,300,4,3166,2,NA,NA,NA,1,0,1,5,1,1,40,2000
"1121",1,3500,4,3168,2,NA,NA,NA,1,3,1,5,2,2,48,3500
"1122",2,250,4,3172,1,NA,NA,NA,NA,5,5,5,2,2,72,2500
"1123",2,160,4,3174,1,NA,NA,NA,1,0,1,5,4,2,40,2400
"1124",2,400,4,3175,2,NA,NA,NA,2,2,1,5,4,1,36,4000
"1125",2,300,4,3176,1,NA,NA,NA,1,1,1,5,4,2,42,3600
"1126",2,400,4,3178,1,NA,NA,NA,1,1,1,5,3,2,43,5000
"1127",2,250,4,3179,1,NA,NA,NA,1,0,1,5,5,2,40,4000
"1128",2,240,4,3188,2,NA,NA,NA,1,1,1,5,2,2,40,3000
"1129",2,250,4,3191,1,NA,NA,NA,1,1,1,5,2,2,40,2600
"1130",2,220,4,3192,1,NA,NA,NA,2,8,1,5,2,2,48,3000
"1131",2,280,4,3194,1,NA,NA,NA,1,0,1,5,1,2,54,3600
"1132",1,2800,4,3197,1,NA,NA,NA,1,1,1,5,1,2,40,3300
"1133",NA,NA,4,3198,1,4,1,5,NA,NA,NA,4,1,2,NA,NA
"1134",1,3300,4,3202,1,NA,NA,NA,1,0,1,5,1,2,40,3800
"1135",NA,NA,4,3203,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,2000
"1136",2,180,4,3205,1,NA,NA,NA,1,0,1,5,1,2,40,2400
"1137",1,2600,4,3206,1,NA,NA,NA,1,0,1,5,1,2,40,3300
"1138",2,200,4,3207,2,NA,NA,NA,1,2,1,5,1,1,40,3000
"1139",1,3800,4,3208,1,NA,NA,NA,1,3,1,5,1,2,40,3800
"1140",2,300,5,3210,1,NA,NA,NA,1,3,1,5,1,2,40,3800
"1141",2,150,4,3211,1,NA,NA,NA,2,0,2,5,2,2,40,2400
"1142",1,5800,4,3212,1,NA,NA,NA,1,0,1,5,2,2,56,6000
"1143",2,180,4,3214,1,NA,NA,NA,1,0,1,5,2,2,40,2400
"1144",2,280,4,3215,1,NA,NA,NA,1,1,1,5,2,2,40,3000
"1145",NA,NA,4,3226,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,2800
"1146",1,2800,4,3227,1,NA,NA,NA,1,0,1,5,1,2,40,3300
"1147",2,220,4,3229,1,NA,NA,NA,1,3,1,5,2,2,48,2400
"1148",2,130,4,3235,1,NA,NA,NA,1,2,2,5,2,2,40,2000
"1149",1,5000,4,3238,2,NA,NA,NA,1,0,1,5,2,1,45,6000
"1150",2,400,4,3239,2,NA,NA,NA,1,0,1,5,3,1,40,4000
"1151",2,280,4,3244,2,NA,NA,NA,1,0,1,5,2,2,40,3000
"1152",2,320,4,3247,1,NA,NA,NA,1,4,1,5,3,2,48,3000
"1153",2,130,4,3255,1,NA,NA,NA,2,0,2,5,2,2,40,1300
"1154",NA,NA,NA,3258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1155",1,4500,4,3261,1,NA,NA,NA,1,2,1,5,2,2,40,5000
"1156",1,2100,4,3262,1,NA,NA,NA,2,4,1,5,2,2,40,2400
"1157",2,160,4,3263,1,NA,NA,NA,2,2,1,5,2,2,40,2400
"1158",1,2000,4,3268,1,NA,NA,NA,NA,2,5,5,1,2,35,3000
"1159",1,2800,4,3271,2,NA,NA,NA,1,0,1,5,1,2,40,3000
"1160",2,280,4,3274,2,NA,NA,NA,1,0,1,5,1,2,40,3600
"1161",1,4000,4,3275,1,NA,NA,NA,1,1,1,5,1,2,50,4000
"1162",2,200,4,3276,1,NA,NA,NA,1,0,1,5,2,2,40,2400
"1163",2,160,5,3277,1,NA,NA,NA,1,2,1,5,2,2,36,2400
"1164",2,400,4,3278,2,NA,NA,NA,1,0,1,5,1,1,40,3000
"1165",NA,NA,4,3279,2,NA,NA,NA,NA,NA,NA,6,1,2,NA,2400
"1166",2,200,4,3290,1,NA,NA,NA,1,0,1,5,1,2,40,2400
"1167",NA,NA,4,3292,1,1,2,5,NA,NA,NA,4,1,2,NA,NA
"1168",2,250,4,3293,1,NA,NA,NA,1,0,1,5,2,2,40,2400
"1169",2,200,4,3294,1,NA,NA,NA,1,0,1,5,1,2,40,2400
"1170",2,130,4,3297,1,NA,NA,NA,2,2,2,5,1,2,40,2400
"1171",2,300,4,3298,2,NA,NA,NA,1,0,1,5,1,1,50,5000
"1172",NA,NA,4,3304,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,3000
"1173",1,3500,4,3306,2,NA,NA,NA,1,2,1,5,1,2,40,3000
"1174",1,3100,4,3310,1,NA,NA,NA,1,0,1,5,1,2,40,3000
"1175",NA,NA,4,3314,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,3000
"1176",NA,NA,NA,3319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177",1,3300,4,3321,1,NA,NA,NA,1,8,1,5,1,2,40,1500
"1178",2,200,4,3323,1,NA,NA,NA,1,6,1,5,1,2,40,1500
"1179",1,5500,4,3326,2,NA,NA,NA,1,2,1,5,1,1,40,2000
"1180",1,5000,4,3332,1,NA,NA,NA,1,2,1,5,1,2,40,1800
"1181",NA,NA,4,3335,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,2000
"1182",2,250,4,3340,2,NA,NA,NA,1,0,1,5,1,1,40,1800
"1183",1,4500,4,3341,2,NA,NA,NA,1,2,1,5,1,1,40,2000
"1184",1,5500,4,3343,1,NA,NA,NA,1,1,1,5,1,2,40,1800
"1185",1,3000,4,3344,2,NA,NA,NA,1,3,1,5,1,1,40,2000
"1186",1,5500,4,3345,2,NA,NA,NA,1,0,1,5,1,1,40,1800
"1187",2,200,4,3348,1,NA,NA,NA,2,6,2,5,1,2,48,2000
"1188",1,3500,4,3353,2,NA,NA,NA,1,1,1,5,1,1,40,2000
"1189",2,320,4,3357,1,NA,NA,NA,1,1,1,5,5,2,40,4000
"1190",2,300,4,3358,1,NA,NA,NA,1,0,1,5,4,2,40,3000
"1191",NA,NA,4,3361,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,4000
"1192",1,1800,4,3367,1,NA,NA,NA,2,1,2,5,1,2,40,1800
"1193",1,4000,4,3370,1,NA,NA,NA,1,6,1,5,1,2,40,3000
"1194",2,300,4,3371,2,NA,NA,NA,1,0,1,5,1,1,54,2500
"1195",1,1000,4,3375,1,NA,NA,NA,NA,6,5,5,6,2,25,3500
"1196",NA,NA,5,3376,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,3500
"1197",2,220,4,3377,1,NA,NA,NA,1,0,1,5,1,2,40,2000
"1198",2,240,4,3378,1,NA,NA,NA,1,0,1,5,1,2,40,2000
"1199",2,250,4,3379,1,NA,NA,NA,1,0,1,5,1,2,45,2000
"1200",2,300,4,3381,1,NA,NA,NA,NA,6,5,5,2,2,54,2000
"1201",NA,NA,4,3382,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,3000
"1202",NA,NA,4,3383,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2500
"1203",1,3200,4,3384,1,NA,NA,NA,1,0,1,5,2,2,40,2500
"1204",NA,NA,4,3385,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2000
"1205",2,75,4,3386,2,NA,NA,NA,1,0,1,5,1,1,40,2500
"1206",2,550,4,3387,2,NA,NA,NA,1,0,1,5,1,2,40,7000
"1207",1,3000,4,3391,2,NA,NA,NA,1,2,1,5,1,2,42,3500
"1208",2,300,4,3392,1,NA,NA,NA,1,2,1,5,1,2,40,4000
"1209",2,180,4,3393,1,NA,NA,NA,2,2,2,5,1,2,40,2400
"1210",2,240,4,3395,2,NA,NA,NA,1,0,1,5,1,1,45,2400
"1211",NA,NA,4,3398,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,2400
"1212",2,180,4,3401,1,NA,NA,NA,1,0,1,5,2,2,40,2400
"1213",2,240,4,3402,1,NA,NA,NA,1,1,1,5,2,2,40,2400
"1214",2,200,5,3403,1,NA,NA,NA,2,2,2,5,2,2,20,2400
"1215",NA,NA,4,3404,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,2400
"1216",1,3500,4,3405,1,NA,NA,NA,1,1,1,5,2,2,40,2400
"1217",NA,NA,4,3411,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,2500
"1218",1,2600,4,3412,1,NA,NA,NA,1,2,1,5,1,2,45,3000
"1219",1,3000,4,3413,1,NA,NA,NA,1,0,1,5,1,2,45,5000
"1220",2,300,4,3414,2,NA,NA,NA,1,0,1,5,1,2,45,3000
"1221",2,400,4,3416,2,NA,NA,NA,NA,3,5,5,5,2,48,6000
"1222",2,150,4,3419,2,NA,NA,NA,1,6,1,5,1,1,40,2400
"1223",NA,NA,5,3420,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,3000
"1224",NA,NA,4,3421,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,1800
"1225",1,5000,4,3422,2,NA,NA,NA,NA,2,5,5,1,2,40,4000
"1226",2,250,4,3423,1,NA,NA,NA,1,6,1,5,1,2,40,2000
"1227",NA,NA,4,3424,1,NA,NA,NA,NA,NA,NA,6,3,2,NA,1800
