"","y11b224","y11b225","w11edu","sampid","y11g101","y11a034","y11a065","y11a080","y11b308","y11b156z","y11b161","w11type","y11f310","y11g500","y11b22","y11g7"
"876",1,2160,4,2614,1,NA,NA,NA,1,0,1,5,1,2,40,1800
"877",1,4500,5,2617,1,NA,NA,NA,1,2,1,5,1,2,45,2500
"878",NA,NA,4,2618,1,NA,NA,NA,NA,NA,NA,6,5,2,NA,1800
"879",2,230,4,2621,1,NA,NA,NA,1,6,1,5,1,2,48,2000
"880",1,2100,4,2622,1,NA,NA,NA,1,2,1,5,2,2,40,3000
"881",1,3600,4,2623,2,NA,NA,NA,1,1,1,5,2,2,40,3600
"882",2,80,4,2624,2,NA,NA,NA,2,5,2,5,1,1,25,3000
"883",1,3000,5,2625,1,NA,NA,NA,NA,0,5,5,2,2,42,5000
"884",2,250,4,2627,1,NA,NA,NA,NA,5,5,5,2,2,60,2500
"885",1,4500,4,2630,1,NA,NA,NA,1,1,1,5,1,2,42,4000
"886",NA,NA,4,2631,2,NA,NA,NA,NA,NA,NA,6,1,2,NA,2500
"887",2,280,4,2632,2,NA,NA,NA,1,6,1,5,1,1,40,3500
"888",2,210,4,2633,2,NA,NA,NA,1,1,1,5,2,1,40,3000
"889",2,280,4,2641,1,NA,NA,NA,NA,6,5,5,2,2,60,2400
"890",NA,NA,4,2643,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,2500
"891",2,195,4,2645,1,NA,NA,NA,1,0,1,5,2,2,40,2600
"892",1,3000,4,2646,1,NA,NA,NA,1,0,1,5,1,2,40,3000
"893",1,6000,4,2649,2,NA,NA,NA,1,1,1,5,2,1,40,5000
"894",NA,NA,4,2651,1,2,2,5,NA,NA,NA,4,4,2,NA,NA
"895",NA,NA,4,2652,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,4000
"896",1,2500,4,2653,2,NA,NA,NA,1,0,1,5,4,1,40,2000
"897",2,300,4,2654,1,NA,NA,NA,1,0,1,5,1,2,42,3000
"898",NA,NA,4,2655,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,2300
"899",2,250,5,2657,2,NA,NA,NA,1,3,1,5,2,2,45,2800
"900",2,200,4,2658,1,NA,NA,NA,1,2,1,5,1,2,40,3000
"901",2,300,4,2659,1,NA,NA,NA,1,6,1,5,1,2,40,3000
"902",2,350,4,2660,1,NA,NA,NA,1,1,1,5,1,2,40,3500
"903",2,250,4,2661,1,NA,NA,NA,1,2,1,5,2,2,40,3000
"904",NA,NA,4,2662,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,2500
"905",2,250,4,2663,1,NA,NA,NA,1,2,1,5,2,2,40,3000
"906",2,250,4,2665,1,NA,NA,NA,1,0,1,5,1,2,45,2300
"907",NA,NA,4,2666,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,2300
"908",1,5000,5,2667,1,NA,NA,NA,1,1,1,5,1,2,40,4000
"909",2,380,4,2668,1,NA,NA,NA,1,0,1,5,1,2,40,3800
"910",1,3200,4,2669,1,NA,NA,NA,2,4,1,5,1,2,40,3000
"911",NA,NA,4,2670,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,3000
"912",1,2500,4,2671,1,NA,NA,NA,1,2,1,5,1,2,42,3000
"913",2,260,4,2673,1,NA,NA,NA,1,3,1,5,1,2,40,2500
"914",2,280,5,2674,2,NA,NA,NA,1,4,1,5,3,2,40,2800
"915",NA,NA,NA,2675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"916",1,6000,4,2683,2,NA,NA,NA,1,0,1,5,1,1,40,2400
"917",1,4000,4,2685,2,NA,NA,NA,1,0,1,5,2,2,45,3000
"918",1,2400,4,2689,1,NA,NA,NA,2,0,1,5,2,2,40,1800
"919",1,2400,4,2690,1,NA,NA,NA,1,0,1,5,2,2,40,1800
"920",1,3800,4,2694,2,NA,NA,NA,1,5,1,5,1,1,45,3800
"921",1,1800,4,2695,1,NA,NA,NA,1,2,1,5,1,2,40,1500
"922",1,2400,4,2696,2,3,1,5,1,0,1,5,1,1,40,2400
"923",2,230,4,2700,1,NA,NA,NA,1,8,1,5,2,2,40,2000
"924",NA,NA,4,2703,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2000
"925",1,2400,4,2705,1,NA,NA,NA,1,0,1,5,1,2,40,1800
"926",1,6500,4,2706,2,NA,NA,NA,1,0,1,5,2,1,40,2400
"927",1,1800,4,2708,2,NA,NA,NA,1,1,1,5,1,1,44,1800
"928",1,3600,4,2709,2,NA,NA,NA,1,2,1,5,1,1,50,2400
"929",1,3000,4,2710,2,NA,NA,NA,1,2,1,5,1,2,40,2400
"930",1,2400,4,2711,1,NA,NA,NA,2,0,2,5,1,2,40,2400
"931",NA,NA,4,2712,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,2000
"932",1,2400,4,2716,2,NA,NA,NA,2,0,1,5,1,1,40,1800
"933",1,7000,4,2718,2,NA,NA,NA,NA,5,5,5,1,1,70,2400
"934",2,200,4,2721,1,NA,NA,NA,1,0,1,5,2,2,40,2500
"935",2,500,5,2722,1,NA,NA,NA,1,1,1,5,2,2,40,5000
"936",NA,NA,4,2723,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,3000
"937",NA,NA,4,2724,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,2500
"938",2,190,4,2727,1,NA,NA,NA,1,5,1,5,2,2,40,2000
"939",2,500,4,2728,1,NA,NA,NA,1,4,1,5,4,2,40,4500
"940",2,250,4,2733,1,6,1,5,1,4,1,5,1,2,50,2400
"941",NA,NA,4,2734,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,2400
"942",NA,NA,4,2738,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,1800
"943",1,3000,4,2739,1,NA,NA,NA,1,3,1,5,2,2,40,1800
"944",NA,NA,NA,2740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"945",NA,NA,NA,2741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"946",NA,NA,4,2742,1,1,2,5,NA,NA,NA,4,5,2,NA,NA
"947",NA,NA,4,2744,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,1800
"948",1,5000,5,2745,2,NA,NA,NA,1,1,1,5,1,1,40,2500
"949",1,3800,4,2746,1,NA,NA,NA,1,2,1,5,1,2,40,2400
"950",2,100,4,2748,2,NA,NA,NA,2,2,2,5,1,1,8,2000
"951",2,250,5,2750,1,NA,NA,NA,1,0,1,5,2,2,40,2500
"952",2,190,4,2754,2,NA,NA,NA,1,3,1,5,4,1,40,1800
"953",NA,NA,4,2755,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,2500
"954",2,150,4,2756,1,NA,NA,NA,1,0,1,5,9090908,2,40,2000
"955",2,170,4,2757,1,NA,NA,NA,2,1,1,5,2,2,40,2000
"956",1,3000,4,2759,1,NA,NA,NA,1,0,1,5,2,2,40,2500
"957",2,150,4,2769,1,NA,NA,NA,1,6,1,5,2,2,40,2000
"958",2,250,4,2771,1,NA,NA,NA,NA,5,5,5,2,2,60,2000
"959",2,250,4,2772,1,NA,NA,NA,NA,5,5,5,2,2,60,2000
"960",1,2000,4,2774,1,NA,NA,NA,1,1,1,5,2,2,40,1800
"961",2,200,4,2775,2,NA,NA,NA,NA,6,5,5,2,1,60,1800
"962",NA,NA,4,2776,1,NA,NA,NA,NA,NA,NA,6,4,2,NA,3000
"963",2,180,4,2777,1,NA,NA,NA,1,0,1,5,2,2,40,2000
"964",2,150,4,2778,1,NA,NA,NA,2,5,1,5,2,2,50,2000
"965",2,220,5,2779,1,NA,NA,NA,1,2,1,5,1,2,40,2400
"966",2,180,4,2790,1,NA,NA,NA,1,0,1,5,2,2,40,2000
"967",2,220,4,2791,1,NA,NA,NA,1,1,1,5,2,2,40,2400
"968",2,180,4,2794,1,NA,NA,NA,1,0,1,5,2,2,40,2000
"969",2,170,4,2796,1,NA,NA,NA,1,3,1,5,1,2,40,2800
"970",NA,NA,5,2801,1,NA,NA,NA,NA,NA,NA,6,4,2,NA,3200
"971",2,290,4,2803,2,NA,NA,NA,1,2,1,5,2,1,40,3000
"972",1,3000,4,2812,1,NA,NA,NA,1,1,1,5,2,2,43,2500
"973",1,4500,5,2815,1,NA,NA,NA,1,1,1,5,3,2,40,4500
"974",2,80,4,2816,1,NA,NA,NA,2,6,1,5,3,2,30,1000
"975",2,200,4,2818,1,NA,NA,NA,1,0,1,5,1,2,40,2000
"976",2,205,4,2826,2,NA,NA,NA,1,8,1,5,2,1,50,2500
"977",1,2000,4,2830,1,NA,NA,NA,2,0,1,5,4,2,40,1800
"978",1,4000,4,2832,2,NA,NA,NA,NA,9,5,5,1,1,48,2000
"979",2,180,4,2833,1,NA,NA,NA,1,0,1,5,1,2,40,1800
"980",2,100,4,2836,2,NA,NA,NA,1,2,1,5,1,1,30,3000
"981",2,210,4,2840,1,NA,NA,NA,1,6,1,5,2,2,40,3000
"982",NA,NA,4,2847,1,NA,NA,NA,NA,NA,NA,6,4,2,NA,2000
"983",1,2800,4,2848,1,NA,NA,NA,1,0,1,5,1,2,40,3000
"984",2,320,4,2849,1,NA,NA,NA,NA,6,5,5,1,2,60,4500
"985",NA,NA,4,2850,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2500
"986",1,3500,4,2851,1,NA,NA,NA,1,1,1,5,1,2,40,2500
"987",2,230,4,2852,1,NA,NA,NA,1,0,1,5,2,2,40,2500
"988",NA,NA,4,2856,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,2500
"989",NA,NA,4,2860,1,2,1,5,NA,NA,NA,4,5,2,NA,NA
"990",2,190,4,2861,1,NA,NA,NA,1,3,1,5,2,2,40,2000
"991",2,180,4,2863,1,NA,NA,NA,1,2,1,5,2,2,40,2000
"992",2,250,4,2864,2,NA,NA,NA,1,0,1,5,2,2,40,2300
"993",2,150,4,2866,1,NA,NA,NA,2,5,2,5,2,2,40,2000
"994",2,160,4,2867,1,NA,NA,NA,2,4,2,5,2,2,40,2000
"995",2,300,4,2870,1,NA,NA,NA,NA,5,5,5,2,2,72,4000
"996",2,300,4,2873,1,NA,NA,NA,NA,6,5,5,1,2,50,2500
"997",1,6000,4,2878,2,NA,NA,NA,1,6,1,5,2,1,40,3000
"998",2,250,4,2879,1,NA,NA,NA,1,4,1,5,2,2,40,3000
"999",2,220,4,2886,2,NA,NA,NA,1,0,1,5,1,1,40,2600
"1000",2,300,4,2887,2,NA,NA,NA,1,2,1,5,1,1,40,3200
"1001",1,3100,4,2891,1,NA,NA,NA,1,0,1,5,1,2,40,3000
"1002",2,330,5,2892,2,NA,NA,NA,1,2,1,5,1,1,40,3000
"1003",NA,NA,5,2893,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,3600
"1004",1,3400,5,2894,2,NA,NA,NA,1,3,1,5,1,1,48,3600
"1005",2,200,4,2895,1,1,1,5,2,2,2,5,2,2,30,3000
"1006",1,2800,4,2896,1,NA,NA,NA,1,2,1,5,1,2,40,2900
"1007",1,3500,4,2897,2,NA,NA,NA,1,0,1,5,1,2,40,3600
"1008",NA,NA,4,2899,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,3000
"1009",NA,NA,4,2904,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,2400
"1010",2,200,4,2906,1,NA,NA,NA,2,2,2,5,1,2,40,3000
"1011",NA,NA,NA,2908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1012",2,138,4,2909,1,NA,NA,NA,2,6,2,5,1,2,40,3600
"1013",NA,NA,4,2911,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,4000
"1014",NA,NA,4,2916,2,NA,NA,NA,NA,NA,NA,6,1,2,NA,2400
"1015",1,4500,5,2917,2,NA,NA,NA,NA,0,5,5,1,1,40,4800
"1016",2,500,4,2918,2,NA,NA,NA,NA,5,4,5,1,1,70,3600
"1017",1,4500,5,2919,2,NA,NA,NA,1,2,1,5,1,2,40,4000
"1018",2,250,4,2920,1,NA,NA,NA,2,0,2,5,5,2,48,3000
"1019",1,3300,4,2925,2,NA,NA,NA,1,0,1,5,1,2,40,4000
"1020",1,2100,4,2926,1,NA,NA,NA,2,8,1,5,3,2,48,2000
"1021",NA,NA,4,2927,1,NA,NA,NA,NA,NA,NA,6,4,2,NA,2000
"1022",NA,NA,4,2932,2,NA,NA,NA,NA,NA,NA,6,3,1,NA,2500
"1023",1,3300,4,2933,1,NA,NA,NA,1,1,1,5,2,2,40,2800
"1024",2,80,4,2938,2,NA,NA,NA,1,5,1,5,6,1,22,1200
"1025",2,350,4,2943,2,NA,NA,NA,1,1,1,5,2,1,40,2400
"1026",2,280,4,2947,2,NA,NA,NA,1,2,1,5,2,1,40,2400
"1027",1,3000,4,2948,2,NA,NA,NA,1,1,1,5,1,1,45,2000
"1028",2,150,4,2950,1,NA,NA,NA,1,0,1,5,2,2,40,1700
"1029",NA,NA,4,2951,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,2000
"1030",NA,NA,4,2958,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,1800
"1031",NA,NA,4,2965,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2400
"1032",NA,NA,4,2966,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,2400
"1033",2,200,4,2967,1,NA,NA,NA,1,2,1,5,2,2,40,2400
"1034",2,250,4,2971,1,NA,NA,NA,1,6,1,5,2,2,40,3000
"1035",2,150,4,2974,1,NA,NA,NA,NA,4,5,5,2,2,30,2000
"1036",1,4500,4,2976,1,NA,NA,NA,1,1,1,5,1,2,44,3000
"1037",1,2800,4,2977,1,NA,NA,NA,1,8,1,5,2,2,40,2000
"1038",1,3600,4,2978,1,NA,NA,NA,1,0,1,5,1,2,40,3600
"1039",1,3000,4,2982,1,NA,NA,NA,1,4,1,5,1,2,45,2400
"1040",2,230,4,2983,1,NA,NA,NA,1,2,1,5,2,2,40,2000
"1041",2,250,4,2986,2,NA,NA,NA,1,0,1,5,2,1,40,2400
"1042",NA,NA,4,2990,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2400
"1043",1,2500,4,2993,2,NA,NA,NA,1,3,1,5,1,2,40,2400
"1044",NA,NA,4,2994,2,NA,NA,NA,NA,NA,NA,6,1,2,NA,2400
"1045",1,3000,5,2995,1,NA,NA,NA,1,6,1,5,2,2,40,3000
"1046",1,3700,4,2996,2,NA,NA,NA,1,6,1,5,1,2,48,3000
"1047",1,2700,4,2998,2,NA,NA,NA,1,8,1,5,2,1,40,2000
"1048",NA,NA,4,2999,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,3000
"1049",1,2400,4,3003,1,NA,NA,NA,1,2,1,5,1,2,40,2000
"1050",NA,NA,4,3005,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,3000
"1051",2,200,4,3006,1,NA,NA,NA,1,1,1,5,2,2,45,2500
"1052",2,220,4,3007,1,NA,NA,NA,1,0,1,5,5,2,40,2500
"1053",2,150,4,3011,1,NA,NA,NA,2,1,1,5,2,2,40,2500
"1054",NA,NA,4,3018,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,2000
"1055",2,270,4,3021,1,NA,NA,NA,1,7,1,5,1,2,60,2500
"1056",2,270,4,3024,1,NA,NA,NA,1,1,1,5,2,2,40,2500
"1057",2,180,4,3025,1,NA,NA,NA,1,6,1,5,3,2,40,3000
"1058",NA,NA,4,3026,2,NA,NA,NA,NA,NA,NA,6,3,1,NA,2800
"1059",2,450,4,3028,2,NA,NA,NA,1,1,1,5,1,1,42,3000
"1060",1,5000,4,3029,1,NA,NA,NA,1,6,1,5,1,2,44,4000
"1061",2,290,4,3030,2,NA,NA,NA,1,2,1,5,1,1,40,2000
"1062",2,200,4,3033,1,NA,NA,NA,1,6,1,5,2,2,40,2000
"1063",1,4000,4,3034,1,NA,NA,NA,1,2,1,5,1,2,40,3500
"1064",2,200,4,3035,1,NA,NA,NA,1,2,1,5,2,2,40,2000
"1065",2,200,4,3049,1,NA,NA,NA,1,7,1,5,4,2,48,2500
"1066",5,0.7,4,3055,1,NA,NA,NA,2,6,2,5,2,2,38,3000
"1067",2,180,4,3057,1,NA,NA,NA,1,0,1,5,1,2,40,2000
"1068",2,250,4,3060,1,NA,NA,NA,1,1,1,5,1,2,40,3000
"1069",1,3000,4,3061,1,NA,NA,NA,2,0,2,5,2,2,40,3000
"1070",2,400,4,3062,1,NA,NA,NA,1,6,1,5,1,2,45,3000
"1071",1,8000,5,3063,2,NA,NA,NA,1,1,1,5,2,2,40,10000
"1072",1,4500,4,3065,2,NA,NA,NA,1,0,1,5,3,2,40,4300
"1073",NA,NA,4,3066,2,NA,NA,NA,NA,NA,NA,6,4,2,NA,2400
"1074",NA,NA,4,3068,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,2500
"1075",NA,NA,5,3069,1,4,1,5,NA,NA,NA,4,4,2,NA,NA
"1076",2,0,4,3071,1,NA,NA,NA,NA,8,6,5,2,2,40,3000
"1077",1,3000,4,3072,1,NA,NA,NA,1,0,1,5,2,2,40,2500
"1078",2,150,4,3075,1,NA,NA,NA,1,0,1,5,1,2,40,2500
"1079",2,130,4,3076,1,NA,NA,NA,1,0,1,5,1,2,40,2000
"1080",1,3000,4,3077,1,NA,NA,NA,1,0,1,5,1,2,40,3500
"1081",2,435,4,3078,2,NA,NA,NA,1,1,1,5,1,2,40,5000
"1082",2,210,4,3080,1,NA,NA,NA,1,0,1,5,2,2,50,3500
"1083",NA,NA,5,3081,1,4,1,5,NA,NA,NA,4,2,2,NA,NA
"1084",2,250,4,3083,1,NA,NA,NA,1,8,1,5,2,2,44,3500
"1085",2,200,4,3085,1,NA,NA,NA,1,3,1,5,1,2,45,3000
"1086",1,4500,4,3089,2,NA,NA,NA,1,0,1,5,2,1,40,4500
"1087",5,0.7,4,3092,1,NA,NA,NA,2,4,2,5,3,2,32,3000
"1088",2,320,4,3100,1,NA,NA,NA,1,0,1,5,1,2,40,4000
"1089",NA,NA,5,3101,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,3000
"1090",1,3200,4,3103,2,NA,NA,NA,1,1,1,5,2,1,40,3000
"1091",2,100,4,3104,2,NA,NA,NA,2,2,1,5,1,1,27,2500
"1092",2,300,4,3108,2,NA,NA,NA,1,0,1,5,2,1,40,4000
"1093",2,160,4,3111,1,NA,NA,NA,1,8,1,5,1,2,40,2000
"1094",2,180,4,3112,1,NA,NA,NA,1,0,1,5,2,2,40,2000
"1095",1,4500,4,3113,1,NA,NA,NA,1,0,1,5,2,2,48,3600
"1096",1,4000,4,3118,1,NA,NA,NA,1,2,1,5,1,2,40,4000
"1097",NA,NA,4,3120,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,2500
"1098",2,180,4,3121,1,NA,NA,NA,1,4,1,5,2,2,40,2000
"1099",2,250,4,3122,2,NA,NA,NA,1,2,1,5,2,2,40,2300
"1100",2,230,4,3123,1,NA,NA,NA,1,3,1,5,2,2,40,2500
"1101",NA,NA,4,3126,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,2000
"1102",1,3600,4,3127,1,NA,NA,NA,1,1,1,5,2,2,45,3600
"1103",2,110,4,3128,1,NA,NA,NA,2,0,1,5,2,2,20,2000
"1104",1,3800,5,3129,2,NA,NA,NA,1,0,1,5,2,1,40,3000
"1105",1,5500,4,3130,2,NA,NA,NA,NA,0,5,5,2,1,40,2500
"1106",2,300,4,3132,1,NA,NA,NA,1,0,1,5,1,2,40,1800
"1107",2,320,4,3141,1,NA,NA,NA,1,8,1,5,1,2,40,2500
"1108",NA,NA,4,3144,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,2000
"1109",1,3500,4,3146,1,NA,NA,NA,1,1,1,5,2,2,40,2500
"1110",2,200,4,3151,1,NA,NA,NA,1,0,1,5,2,2,45,2400
"1111",1,2400,4,3153,1,NA,NA,NA,1,0,1,5,2,2,40,2000
"1112",1,5000,4,3156,2,NA,NA,NA,1,3,1,5,2,2,50,3000
"1113",2,200,4,3157,1,NA,NA,NA,1,1,1,5,1,2,40,2500
"1114",2,200,4,3158,1,NA,NA,NA,1,2,1,5,1,2,40,2500
"1115",2,250,4,3159,4,NA,NA,NA,1,8,1,5,2,1,50,2500
"1116",NA,NA,4,3160,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,2000
"1117",2,190,4,3161,2,NA,NA,NA,1,5,1,5,2,1,44,2000
"1118",2,230,4,3162,1,NA,NA,NA,1,0,1,5,2,2,40,2000
"1119",2,350,4,3164,2,NA,NA,NA,1,6,1,5,1,1,50,3000
"1120",2,280,4,3166,2,NA,NA,NA,1,0,1,5,1,1,40,2400
"1121",1,3600,4,3168,2,NA,NA,NA,1,3,1,5,1,2,48,3600
"1122",2,250,4,3172,1,NA,NA,NA,NA,5,5,5,1,2,72,2500
"1123",2,160,4,3174,1,NA,NA,NA,1,0,1,5,2,2,40,2400
"1124",2,400,4,3175,2,NA,NA,NA,2,2,1,5,2,1,30,4000
"1125",1,3000,4,3176,1,NA,NA,NA,1,1,1,5,4,2,42,3000
"1126",1,5500,4,3178,1,NA,NA,NA,1,1,1,5,2,2,44,4500
"1127",NA,NA,4,3179,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,3000
"1128",1,3000,4,3188,1,NA,NA,NA,1,1,1,5,2,2,40,2500
"1129",2,200,4,3191,1,NA,NA,NA,1,1,1,5,3,2,40,2000
"1130",2,180,4,3192,1,NA,NA,NA,2,8,1,5,2,2,48,2800
"1131",2,200,4,3194,1,NA,NA,NA,1,0,1,5,2,2,54,2800
"1132",2,220,4,3197,1,NA,NA,NA,1,1,1,5,1,2,40,2800
"1133",NA,NA,4,3198,1,4,1,5,NA,NA,NA,4,6,2,NA,NA
"1134",2,190,4,3202,1,NA,NA,NA,1,0,1,5,1,2,40,2400
"1135",NA,NA,4,3203,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,1800
"1136",2,150,4,3205,1,NA,NA,NA,1,0,1,5,1,2,40,1800
"1137",NA,NA,4,3206,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,2800
"1138",NA,NA,4,3207,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,2400
"1139",2,240,4,3208,1,NA,NA,NA,1,3,1,5,2,2,40,2800
"1140",2,220,5,3210,1,NA,NA,NA,1,3,1,5,1,2,40,2800
"1141",NA,NA,4,3211,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,1800
"1142",1,3600,4,3212,1,NA,NA,NA,1,0,1,5,1,2,56,3800
"1143",2,150,4,3214,1,NA,NA,NA,1,0,1,5,1,2,40,2000
"1144",2,180,4,3215,1,NA,NA,NA,1,1,1,5,1,2,40,2400
"1145",NA,NA,4,3226,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,3300
"1146",2,180,4,3227,1,NA,NA,NA,1,0,1,5,1,2,40,2400
"1147",2,180,4,3229,1,NA,NA,NA,1,3,1,5,1,2,48,2400
"1148",2,80,4,3235,1,NA,NA,NA,2,2,2,5,3,2,30,2000
"1149",1,5000,4,3238,2,NA,NA,NA,1,0,1,5,2,1,45,6000
"1150",2,400,4,3239,2,NA,NA,NA,1,0,1,5,2,2,43,3600
"1151",2,250,4,3244,2,NA,NA,NA,1,0,1,5,4,2,40,2500
"1152",2,300,4,3247,1,NA,NA,NA,1,4,1,5,4,2,48,3600
"1153",NA,NA,4,3255,1,NA,NA,NA,NA,NA,NA,6,3,2,NA,1500
"1154",2,270,4,3258,2,NA,NA,NA,1,0,1,5,4,1,40,4000
"1155",2,250,4,3261,1,NA,NA,NA,1,2,1,5,1,2,40,3000
"1156",NA,NA,4,3262,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,1600
"1157",NA,NA,4,3263,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,2400
"1158",1,3600,4,3268,1,NA,NA,NA,NA,2,5,5,1,2,35,4000
"1159",2,180,4,3271,2,NA,NA,NA,1,0,1,5,1,2,40,3000
"1160",2,280,4,3274,1,NA,NA,NA,1,0,1,5,1,2,40,3000
"1161",1,3500,4,3275,1,NA,NA,NA,1,1,1,5,1,2,60,3200
"1162",2,200,4,3276,1,NA,NA,NA,1,0,1,5,1,2,40,3000
"1163",NA,NA,4,3277,1,1,1,5,NA,NA,NA,4,NA,2,NA,NA
"1164",2,300,4,3278,2,NA,NA,NA,1,0,1,5,1,1,40,2400
"1165",NA,NA,4,3279,2,NA,NA,NA,NA,NA,NA,6,2,2,NA,2400
"1166",2,180,4,3290,1,NA,NA,NA,1,0,1,5,1,2,40,2400
"1167",NA,NA,4,3292,1,2,1,5,NA,NA,NA,4,5,2,NA,NA
"1168",2,200,4,3293,1,NA,NA,NA,1,0,1,5,1,2,40,2500
"1169",2,200,4,3294,1,NA,NA,NA,1,0,1,5,2,2,40,2400
"1170",2,180,4,3297,1,NA,NA,NA,1,2,2,5,1,2,40,2400
"1171",1,4800,4,3298,2,NA,NA,NA,1,0,1,5,2,1,50,5000
"1172",NA,NA,4,3304,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,3500
"1173",1,3300,4,3306,1,NA,NA,NA,1,2,1,5,1,2,40,2400
"1174",1,3000,4,3310,1,NA,NA,NA,1,0,1,5,2,2,45,2400
"1175",NA,NA,4,3314,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,3000
"1176",1,6000,4,3319,2,NA,NA,NA,1,0,1,5,1,1,45,6000
"1177",1,3000,4,3321,1,NA,NA,NA,1,8,1,5,1,2,40,1500
"1178",2,250,4,3323,1,NA,NA,NA,1,6,1,5,1,2,40,1500
"1179",1,4000,4,3326,2,NA,NA,NA,1,2,1,5,1,1,40,2000
"1180",1,4000,4,3332,1,NA,NA,NA,1,2,1,5,1,2,40,2000
"1181",NA,NA,4,3335,1,NA,NA,NA,NA,NA,NA,6,1,2,NA,1500
"1182",1,3000,4,3340,2,NA,NA,NA,1,0,1,5,1,1,40,1800
"1183",NA,NA,4,3341,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,1700
"1184",1,3800,4,3343,1,NA,NA,NA,1,1,1,5,1,2,40,1500
"1185",1,3000,4,3344,2,NA,NA,NA,1,3,1,5,1,1,40,2000
"1186",1,3500,4,3345,2,NA,NA,NA,1,0,1,5,1,1,40,1800
"1187",NA,NA,4,3348,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,2000
"1188",1,3500,4,3353,2,NA,NA,NA,1,1,1,5,1,2,40,1500
"1189",1,3800,4,3357,1,NA,NA,NA,1,1,1,5,4,2,40,4000
"1190",2,350,4,3358,1,NA,NA,NA,1,0,1,5,2,2,40,3500
"1191",NA,NA,4,3361,2,NA,NA,NA,NA,NA,NA,6,2,1,NA,3000
"1192",NA,NA,4,3367,1,NA,NA,NA,NA,NA,NA,6,2,2,NA,2000
"1193",2,400,4,3370,1,NA,NA,NA,1,6,1,5,1,2,45,3000
"1194",2,200,4,3371,1,NA,NA,NA,1,0,1,5,1,2,54,2000
"1195",2,150,4,3375,1,NA,NA,NA,1,2,1,5,6,2,83,1800
"1196",2,150,5,3376,1,NA,NA,NA,2,2,1,5,2,2,40,1800
"1197",2,200,4,3377,1,NA,NA,NA,1,0,1,5,1,2,40,1700
"1198",2,200,4,3378,1,NA,NA,NA,1,0,1,5,2,2,40,2000
"1199",2,200,4,3379,1,NA,NA,NA,1,0,1,5,1,2,45,1800
"1200",2,300,4,3381,1,NA,NA,NA,NA,6,5,5,1,2,54,2500
"1201",NA,NA,4,3382,2,NA,NA,NA,NA,NA,NA,6,1,2,NA,2000
"1202",NA,NA,4,3383,2,NA,NA,NA,NA,NA,NA,6,1,1,NA,2500
"1203",1,4000,4,3384,1,NA,NA,NA,1,0,1,5,1,2,40,3000
